Planned,,,,,,,
,,,,,,,
Fiscal Year,Fiscal Year Type,Account Name,Agency Name,Operating Unit,Category,Sector, Amount 
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Health,Tuberculosis," $977,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Health,Water Supply and Sanitation," $1,300,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Economic Development,Agriculture," $50,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,"Democracy, Human Rights, and Governance",Civil Society," $4,508,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $1,100,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Peace and Security,Counter-Narcotics," $500,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Economic Development,Economic Opportunity," $369,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Health,Family Planning and Reproductive Health," $93,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Economic Development,Financial Sector," $680,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Education and Social Services,Higher Education," $45,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Health,HIV/AIDS," $1,324,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Economic Development,Infrastructure," $642,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Economic Development,Macroeconomic Foundation for Growth," $776,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Health,Other Public Health Threats," $1,350,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $345,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Economic Development,Private Sector Competitiveness," $6,707,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $1,552,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Peace and Security,Stabilization Operations and Security Sector Reform," $905,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Economic Development,Trade and Investment," $1,324,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Peace and Security,Transnational Crime," $1,515,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kazakhstan,Health,Tuberculosis," $965,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Economic Development,Agriculture," $1,421,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,"Democracy, Human Rights, and Governance",Civil Society," $10,051,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Peace and Security,Conflict Mitigation and Reconciliation," $2,636,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Economic Development,Financial Sector," $1,388,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,"Democracy, Human Rights, and Governance",Good Governance," $4,531,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Education and Social Services,Higher Education," $250,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Economic Development,Infrastructure," $3,295,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Economic Development,Macroeconomic Foundation for Growth," $4,062,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,882,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Economic Development,Private Sector Competitiveness," $8,477,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $10,172,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Peace and Security,Stabilization Operations and Security Sector Reform," $27,750,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kosovo,Economic Development,Trade and Investment," $1,785,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Economic Development,Agriculture," $3,604,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,"Democracy, Human Rights, and Governance",Civil Society," $3,523,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $750,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Peace and Security,Counter-Narcotics," $900,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Economic Development,Economic Opportunity," $737,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Health,Family Planning and Reproductive Health," $168,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Economic Development,Financial Sector," $2,126,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,"Democracy, Human Rights, and Governance",Good Governance," $2,546,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Health,HIV/AIDS," $1,185,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Economic Development,Infrastructure," $664,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Economic Development,Macroeconomic Foundation for Growth," $761,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Health,Other Public Health Threats," $1,648,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,025,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Economic Development,Private Sector Competitiveness," $4,493,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Humanitarian Assistance,"Protection, Assistance and Solutions"," $750,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $716,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Peace and Security,Stabilization Operations and Security Sector Reform," $1,602,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Economic Development,Trade and Investment," $824,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Peace and Security,Transnational Crime," $270,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Kyrgyz Republic,Health,Tuberculosis," $737,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,Economic Development,Agriculture," $1,472,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,Education and Social Services,Basic Education," $7,045,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,"Democracy, Human Rights, and Governance",Civil Society," $3,169,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,"Democracy, Human Rights, and Governance",Good Governance," $5,295,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,Education and Social Services,Higher Education," $1,746,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,Economic Development,Infrastructure," $300,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,Economic Development,Macroeconomic Foundation for Growth," $520,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $789,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,Economic Development,Private Sector Competitiveness," $9,487,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $4,236,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Macedonia,Peace and Security,Stabilization Operations and Security Sector Reform," $1,041,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,Economic Development,Agriculture," $4,310,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,"Democracy, Human Rights, and Governance",Civil Society," $2,380,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $743,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,Economic Development,Financial Sector," $1,627,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,"Democracy, Human Rights, and Governance",Good Governance," $2,982,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,234,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,Economic Development,Private Sector Competitiveness," $837,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,Humanitarian Assistance,"Protection, Assistance and Solutions"," $347,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $945,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,Peace and Security,Stabilization Operations and Security Sector Reform," $769,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,Economic Development,Trade and Investment," $396,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Moldova,Peace and Security,Transnational Crime," $1,250,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,Economic Development,Agriculture," $490,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,"Democracy, Human Rights, and Governance",Civil Society," $1,989,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $74,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,"Democracy, Human Rights, and Governance",Good Governance," $719,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,Economic Development,Infrastructure," $58,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,Economic Development,Macroeconomic Foundation for Growth," $1,199,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $140,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,Economic Development,Private Sector Competitiveness," $8,098,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $1,716,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,Peace and Security,Stabilization Operations and Security Sector Reform," $350,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,Economic Development,Trade and Investment," $142,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Montenegro,Peace and Security,Transnational Crime," $25,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,Economic Development,Agriculture," $3,200,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,"Democracy, Human Rights, and Governance",Civil Society," $4,103,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,Health,Family Planning and Reproductive Health," $800,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,"Democracy, Human Rights, and Governance",Good Governance," $950,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,Health,HIV/AIDS," $300,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,Economic Development,Infrastructure," $425,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,Economic Development,Macroeconomic Foundation for Growth," $475,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,Health,Maternal and Child Health," $125,000.00 "
2006,FY 2006 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Romania,Health,Other Public Health Threats," $1,190,000.00 "
